station_id,target,alpha,split,rmse,mae,r2
3651,return_count,0.001,test,1.3431094358445648,0.932022196277826,0.3405311881249273
3651,bike_change_from_predictions,,test,1.5822760262313746,1.0644697646877086,0.0727017328327546
3651,bike_change_from_predictions,,train,1.5264440836640505,1.0151209154785636,0.0727442025397411
3651,bike_change_from_predictions,,valid,1.5886176421202245,1.0414259674302009,0.0938280638183106
2415,rental_count,0.001,train,1.3164035405780146,0.9421560579688776,0.3121454889387002
2415,rental_count,0.001,valid,1.220159551241987,0.8821475661425666,0.3092429580193863
2415,rental_count,0.001,test,1.126767491023695,0.8235313176714232,0.2778242710089407
2415,return_count,10.0,train,1.329611909214069,0.9529954802550548,0.3502836653150316
2415,return_count,10.0,valid,1.2384806322925137,0.8837903185990003,0.3488658902041535
2415,return_count,10.0,test,1.1562457116559763,0.8274767977875576,0.3063442031524824
2415,bike_change_from_predictions,,test,1.3007387046029564,0.8783672483958904,0.0013709822403864
2415,bike_change_from_predictions,,train,1.4115198633063517,0.957119402856369,0.039183400046454
2415,bike_change_from_predictions,,valid,1.3265482896933982,0.8969463441292503,0.0215568487688172
3627,rental_count,1000.0,train,1.541739890963875,0.9843063620933652,0.2940918414436014
3627,rental_count,1000.0,valid,1.520747338784153,1.011807617717252,0.2748547950333598
3627,rental_count,1000.0,test,1.3922391994384322,0.9284597010228476,0.2822591331081174
3627,return_count,100.0,train,1.662390994101636,1.057245250436709,0.3599266182789019
3627,return_count,100.0,valid,1.6504725782608027,1.0199482365145045,0.3508897451795608
3627,return_count,100.0,test,1.6092533882521691,0.9389444357498028,0.2985016298941065
3627,bike_change_from_predictions,,test,1.5230094052580567,0.9238618937798424,-0.0789513924254452
3627,bike_change_from_predictions,,train,1.5010924569032649,0.9009080811279608,0.0057669310500222
3627,bike_change_from_predictions,,valid,1.586017920592912,0.9963315727639462,-0.066026346093331
