대여소번호,대여소명,주소,위도,경도,api_region_type,api_region_1depth_name,api_region_2depth_name,api_region_3depth_name,api_region_4depth_name,api_code,mapped_dong_code,mapped_dong_name
2323, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
2324, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
2325, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,H,서울특별시,강남구,대치4동,,1168063000,11680630,대치4동
2326, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,H,서울특별시,강남구,대치4동,,1168063000,11680630,대치4동
2327, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2328, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2329, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2330, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2331, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2332, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2333, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,H,서울특별시,강남구,도곡1동,,1168065500,11680655,도곡1동
2334, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,H,서울특별시,강남구,도곡1동,,1168065500,11680655,도곡1동
2335, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2336, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2337, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2339, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
2340, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
2341, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,H,서울특별시,강남구,일원본동,,1168072000,11680720,일원본동
2342, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,H,서울특별시,강남구,개포3동,,1168067500,11680675,개포3동
2344, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2347, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
2348, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2349, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2350, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2351, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,H,서울특별시,강남구,일원본동,,1168072000,11680720,일원본동
2352, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
2353, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
2354, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2355, 삼성역 5~6번 출구 사이,서울특별시 강남구 봉은사로 524,37.50912094,127.06230927,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2356, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,H,서울특별시,강남구,삼성2동,,1168059000,11680590,삼성2동
2357, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2358, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,H,서울특별시,강남구,개포1동,,1168066000,11680660,개포1동
2359," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
2360, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2362, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
2363, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,H,서울특별시,강남구,논현1동,,1168052100,11680521,논현1동
2364, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,H,서울특별시,강남구,압구정동,,1168054500,11680545,압구정동
2365, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,H,서울특별시,강남구,압구정동,,1168054500,11680545,압구정동
2368, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,H,서울특별시,강남구,도곡1동,,1168065500,11680655,도곡1동
2369, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,H,서울특별시,강남구,대치4동,,1168063000,11680630,대치4동
2370, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,H,서울특별시,강남구,대치1동,,1168060000,11680600,대치1동
2371, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
2372, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
2373, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2375, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,H,서울특별시,강남구,수서동,,1168075000,11680750,수서동
2376, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,H,서울특별시,강남구,수서동,,1168075000,11680750,수서동
2377, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,H,서울특별시,강남구,수서동,,1168075000,11680750,수서동
2380, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,H,서울특별시,강남구,삼성2동,,1168059000,11680590,삼성2동
2381, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2382, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
2383, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2384, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2385, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,H,서울특별시,강남구,논현1동,,1168052100,11680521,논현1동
2386, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
2387, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2388, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2389, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2390, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2391, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,H,서울특별시,강남구,개포1동,,1168066000,11680660,개포1동
2392, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
2394, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
2396, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2398, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2401, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,H,서울특별시,강남구,일원본동,,1168072000,11680720,일원본동
2403, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2404, 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,H,서울특별시,강남구,개포3동,,1168067500,11680675,개포3동
2405, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2406, 논현동 광명빌딩 앞,강남구 논현동 279,37.5175705,127.02364349,H,서울특별시,강남구,논현1동,,1168052100,11680521,논현1동
2407, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구 역삼동 804,37.49847031,127.03011322,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2408, 강남한양수자인아파트,강남구 자곡로 260,37.4773407,127.11327362,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2409, 역삼동 디오슈페리움 (우성아파트 사거리),강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.03074646,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2410, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.03375244,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2411, 세곡동 성당,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.11222839,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2413,도곡역 1번 출구,남부순환로 2814,37.49095917,127.05498505,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2414, 도곡역 아카데미스위트 앞,언주로30길 21,37.48897171,127.05182648,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2415,한티역 롯데백화점 앞,선릉로 228,37.49667358,127.05342865,H,서울특별시,강남구,대치4동,,1168063000,11680630,대치4동
2416,한티역 6번 출구,선릉로 227,37.4958992,127.05219269,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
2417,선정릉 디캠프(D.CAMP)앞,선릉로 551,37.50799942,127.04524994,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2418,봉은사역 7번 출구,봉은사로 601,37.51393509,127.05982208,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2419,"봉은사역 1,2번 출구",봉은사로 601,37.51430893,127.05970001,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
2420,학여울역 사거리(LG베스트샵 앞),영동대로 202,37.49689484,127.07013702,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
2421, 신논현역 4번출구,봉은사로 110,37.504673,127.02579498,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2422,수서동 성당 맞은편,광평로34길 202,37.48416901,127.09484863,H,서울특별시,강남구,수서동,,1168075000,11680750,수서동
2423,영희초교 사거리(래미안개포루체하임),개포로110길 50,37.4908371,127.08065033,H,서울특별시,강남구,개포3동,,1168067500,11680675,개포3동
2425,세곡동 사거리(대왕초등학교 정류장),헌릉로618길 8,37.46461868,127.10684967,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2426,강남한신휴플러스 6단지,강남구 율현동 333-1,37.46829605,127.10469818,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
2427,개포고등학교 정문앞,강남구 개포로402,37.48485184,127.0583725,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
2430,강남파이낸스센터앞(역삼역2번출구),테헤란로152,37.50024414,127.03605652,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
2431,대치역 7번출구,남부순환로155,37.49411774,127.06290436,H,서울특별시,강남구,대치1동,,1168060000,11680600,대치1동
3602, 한국지역난방공사강남지사,양재대로 781,37.49229431,127.09433746,H,서울특별시,강남구,일원1동,,1168073000,11680730,일원1동
3603, 삼성역 2번출구,영동대로606앞,37.5082016,127.06396484,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
3604, 삼성중앙역 5번출구,삼성동145-1,37.51296234,127.05386353,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
3605, 봉은사역6번출구(현대아이파크타워앞),삼성동160,37.51390839,127.06072998,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
3606, 신사동주민센터 옆,압구정로 130,37.52422714,127.02285004,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
3609, 언주초등학교 입구,남부순환로2641,37.48536682,127.03849792,H,서울특별시,강남구,도곡1동,,1168065500,11680655,도곡1동
3610, 윗반마을 입구,세곡동 97-3,37.46534729,127.1088028,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3611, 방죽마을 입구,율현동 264-5,37.47123337,127.10721588,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3612, 은곡마을,세곡동 548(도담공원~행복공원 사이),37.46726227,127.09801483,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3614, 은마아파트 입구 사거리,삼성로237(정성한줄 대치점 앞),37.49840164,127.06093597,H,서울특별시,강남구,대치1동,,1168060000,11680600,대치1동
3615, 서울 논현동우체국 앞,학동로212,37.51446152,127.0326004,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
3616, 역삼중학교 앞(체육관 방향),도곡로43길 10,37.49526215,127.04950714,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
3618, 서울율현초교 삼거리,밤고개로 231,37.47364044,127.10702515,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3620, 청담역 11번 출구,학동로87길 7,37.51925659,127.0515976,H,서울특별시,강남구,청담동,,1168056500,11680565,청담동
3621, 휘문고교 사거리,영동대로 319,37.50286484,127.06594086,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
3622, 은마아파트입구 사거리(1),삼성로 312,37.49986649,127.0605011,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
3623, 일원에코파크 앞(개포로 방면),개포로 670,37.49587631,127.08650208,H,서울특별시,강남구,일원1동,,1168073000,11680730,일원1동
3624, 대모산입구역 7번 출구 앞,개포로 522(사진참고),37.49017715,127.07305908,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
3627, 압구정나들목,압구정동 507,37.53075027,127.04160309,H,서울특별시,강남구,압구정동,,1168054500,11680545,압구정동
3628, 역삼1동 주민센터,역삼로 7길 16,37.49521255,127.03302765,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
3629, 청담사거리(신한오피스텔빌딩 앞),도산대로 510,37.52416229,127.0489502,H,서울특별시,강남구,청담동,,1168056500,11680565,청담동
3630, 개포우성6차아파트 정문 앞,언주로 3,37.47685623,127.05536652,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
3634, 국악고교 앞 교차로,논현로 34,37.47402191,127.04844666,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
3636, 삼성중앙역·플래티넘아파트 정류소,봉은사로 471,37.51264191,127.05156708,H,서울특별시,강남구,삼성2동,,1168059000,11680590,삼성2동
3637, 세곡데이케어센터,헌릉로 590길 68,37.46072388,127.10287476,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3638, 신청담나들목,강변오솔길,37.52796173,127.05162811,H,서울특별시,강남구,청담동,,1168056500,11680565,청담동
3640, 일원1동주민센터앞 사거리,강남구 일원동 645-13,37.4909668,127.08836365,H,서울특별시,강남구,일원1동,,1168073000,11680730,일원1동
3641, 대청역,강남구 일원로 7,37.49370575,127.0799942,H,서울특별시,강남구,일원1동,,1168073000,11680730,일원1동
3642, LH강남힐스테이트아파트,자곡로3길 21,37.47092819,127.08970642,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3643, 더시그넘하우스 앞,자곡로 174-14,37.47267914,127.10375977,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
3644, 상록수아파트,광평로10길 15,37.48276138,127.08042145,H,서울특별시,강남구,일원본동,,1168072000,11680720,일원본동
3646, 선정릉역 4번 출구,강남구 봉은사로 326,37.5097847,127.04277039,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
3647, 구룡역 1번 출구,개포동 175-3,37.48642349,127.05931854,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
3648, 구룡역 4번 출구,개포동 156-17,37.48670578,127.0605011,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
3649, 구룡역 5번 출구,개포동 181-1,37.48607635,127.05921936,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
3651, 개포동역 4번출구,"강남구 개포동 182-4
(개포동역 4번출구)",37.48929596,127.06616974,H,서울특별시,강남구,개포2동,,1168067000,11680670,개포2동
4901,KT&G타워 옆(상상마당 대치아트홀),강남구 대치동 1002,37.50687408,127.06473541,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4902, 구역삼세무서 교차로,강남구 논현로 337,37.49524307,127.03937531,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
4903, 신사스퀘어,신사동 504-11,37.51916885,127.0189743,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
4905, 강남경찰서,강남구 대치동 998,37.50971985,127.06679535,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4906, 섬유센터 앞,강남구 대치동 944-1,37.50767136,127.06017303,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4907, 극동스포츠 앞,강남구 신사동 575,37.5257225,127.02588654,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
4908, SB타워 앞,강남구 도산대로 318,37.52210999,127.03646088,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
4909, 노보텔 앰배서더 앞,강남구 봉은사로 130,37.50570297,127.02919769,H,서울특별시,강남구,역삼1동,,1168064000,11680640,역삼1동
4913, 레베쌍트 빌딩 앞,봉은사로86길 6,37.51292038,127.056427,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
4914, 도심공항타워 앞,삼성동 159-9,37.50999069,127.05847168,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
4915, 영동중앙교회 버스정류장,강남구 논현로 420,37.49775314,127.03857422,H,서울특별시,강남구,역삼2동,,1168065000,11680650,역삼2동
4916, 청담역 1번출구,강남구 영동대로 648,37.51973724,127.05767822,H,서울특별시,강남구,삼성1동,,1168058000,11680580,삼성1동
4917,일원에코파크 주차장,강남구 일원동 701-2,37.49404526,127.08678436,H,서울특별시,강남구,일원1동,,1168073000,11680730,일원1동
4918,매봉역 1번출구,강남구 도곡동 180-26,37.48661041,127.04550934,H,서울특별시,강남구,도곡1동,,1168065500,11680655,도곡1동
4919,학여울역사거리(은마아파트),강남구 대치동 398,37.49665833,127.06938171,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4923,수협대치동지점,서울특별시 강남구 영동대로 214-2,37.49861526,127.0683136,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4924,논현동가구거리,강남구 논현동 56-21,37.51280975,127.02636719,H,서울특별시,강남구,논현1동,,1168052100,11680521,논현1동
4925,청담백영빌딩 앞,강남구 도산대로 456,37.52390289,127.04660797,H,서울특별시,강남구,청담동,,1168056500,11680565,청담동
4926,대치우성아파트 사거리,강남구 영동대로 230,37.50099564,127.06803894,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4928,교수마을 입구,강남구 자곡동 203-1,37.4818573,127.10456085,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
4929,파스쿠찌 청담사거리점 앞,강남구 도산대로 509,37.52464676,127.04914856,H,서울특별시,강남구,청담동,,1168056500,11680565,청담동
4930,학여울역 1번 출구,강남구 대치동 13-9,37.49662018,127.07099915,H,서울특별시,강남구,대치2동,,1168061000,11680610,대치2동
4931,디에이치퍼스티어아이파크 124동 앞,강남구 개포동 660-4,37.48131943,127.05435181,H,서울특별시,강남구,개포1동,,1168066000,11680660,개포1동
4932,개포래미안포레스트 130동 맞은편,강남구 개포동 656 맞은편,37.47748566,127.05743408,H,서울특별시,강남구,개포1동,,1168066000,11680660,개포1동
4935,도곡삼성래미안,강남구 남부순환로 2803,37.48920441,127.05106354,H,서울특별시,강남구,도곡2동,,1168065600,11680656,도곡2동
4936,SK텔레콤(T1) 인근,강남구 논현동 267-15,37.51263046,127.04283142,H,서울특별시,강남구,논현2동,,1168053100,11680531,논현2동
4937,개포래미안포레스트126동 앞,개포동 1282-5,37.47816467,127.05630493,H,서울특별시,강남구,개포4동,,1168069000,11680690,개포4동
4938,LH수서2단지 201동 앞,자곡동 328-9,37.47955322,127.10666656,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
4939,도산공원,강남구 신사동 623-3,37.5253067,127.03302765,H,서울특별시,강남구,압구정동,,1168054500,11680545,압구정동
4940,한강버스 압구정 선착장,강남구 올림픽대로 2395,37.52643204,127.01720428,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
4941,압구정로 11길,강남구 압구정로11길 17 미성아파트,37.52594757,127.02082825,H,서울특별시,강남구,신사동,,1168051000,11680510,신사동
4942,율현삼거리,강남구 헌릉로 747,37.46805573,127.12036133,H,서울특별시,강남구,세곡동,,1168070000,11680700,세곡동
