station_id,station_name,target,feature_set,alpha,split,rmse,mae,r2
2375, 수서역 1번출구 앞,rental_count,baseline_plus_quarter,100.0,test,1.309732460574062,0.8763898155054586,0.42432597809144557
2375, 수서역 1번출구 앞,rental_count,baseline_plus_rush_hour,0.001,train,1.4622044028183463,1.0012352615476396,0.4436118181237363
2375, 수서역 1번출구 앞,rental_count,baseline_plus_rush_hour,0.001,valid,1.5034822579952192,1.0321544188809955,0.48024833475116735
2375, 수서역 1번출구 앞,rental_count,baseline_plus_rush_hour,0.001,test,1.308055107212907,0.8850458122395878,0.42579954687713484
2375, 수서역 1번출구 앞,rental_count,baseline_plus_month_day_type,10.0,train,1.4559692592769378,0.9958882893084071,0.4483468107991493
2375, 수서역 1번출구 앞,rental_count,baseline_plus_month_day_type,10.0,valid,1.513938567296833,1.0286663106882508,0.4729937329540208
2375, 수서역 1번출구 앞,rental_count,baseline_plus_month_day_type,10.0,test,1.320503758276234,0.9091145601440658,0.41481830518303453
2375, 수서역 1번출구 앞,rental_count,all_extended,10.0,train,1.4418608988058128,0.99030437687397,0.458986065292437
2375, 수서역 1번출구 앞,rental_count,all_extended,10.0,valid,1.5071226168984606,1.0312402691493072,0.47772835391665414
2375, 수서역 1번출구 앞,rental_count,all_extended,10.0,test,1.3116052752160567,0.8908584428466191,0.4226784636701425
2375, 수서역 1번출구 앞,return_count,baseline,10.0,train,1.632348939979588,1.1579748372299878,0.49487174676274825
2375, 수서역 1번출구 앞,return_count,baseline,10.0,valid,1.6135598254888068,1.155181726180108,0.4750758367979312
2375, 수서역 1번출구 앞,return_count,baseline,10.0,test,1.39784327907929,1.0040287211113943,0.3921741674245548
2375, 수서역 1번출구 앞,return_count,baseline_plus_weekday,10.0,train,1.6238547134783803,1.1502795639635839,0.5001151233927135
2375, 수서역 1번출구 앞,return_count,baseline_plus_weekday,10.0,valid,1.6072200851825775,1.150154103162501,0.47919262891316494
2375, 수서역 1번출구 앞,return_count,baseline_plus_weekday,10.0,test,1.3897420278912176,1.0082461151861462,0.3991991047375695
2375, 수서역 1번출구 앞,return_count,baseline_plus_season,0.001,train,1.6315387062117457,1.1571532724254936,0.4953730738804917
2375, 수서역 1번출구 앞,return_count,baseline_plus_season,0.001,valid,1.6175056555472773,1.1576779536234092,0.4725053785352554
2375, 수서역 1번출구 앞,return_count,baseline_plus_season,0.001,test,1.398781729771616,1.0062938102949666,0.3913577582353388
2375, 수서역 1번출구 앞,return_count,baseline_plus_quarter,100.0,train,1.6379914308874541,1.1635874203420895,0.4913735882817628
2375, 수서역 1번출구 앞,return_count,baseline_plus_quarter,100.0,valid,1.6163136572683978,1.1583733970064614,0.4732825517044631
2375, 수서역 1번출구 앞,return_count,baseline_plus_quarter,100.0,test,1.3895024338577664,0.9910138078411966,0.39940624519735857
2375, 수서역 1번출구 앞,return_count,baseline_plus_rush_hour,0.001,train,1.6240150571859526,1.1553423980066484,0.5000163986101472
2375, 수서역 1번출구 앞,return_count,baseline_plus_rush_hour,0.001,valid,1.6130867493110617,1.1587344712070737,0.47538359447665923
2375, 수서역 1번출구 앞,return_count,baseline_plus_rush_hour,0.001,test,1.413939653214964,1.0177090131207964,0.37809516004100874
2375, 수서역 1번출구 앞,return_count,baseline_plus_month_day_type,100.0,train,1.6211946984098489,1.154600470319638,0.5017514917330106
2375, 수서역 1번출구 앞,return_count,baseline_plus_month_day_type,100.0,valid,1.6155093540296126,1.1561565861464898,0.47380662714311994
2375, 수서역 1번출구 앞,return_count,baseline_plus_month_day_type,100.0,test,1.4056850490750399,1.0342993352809164,0.38533534641754974
2375, 수서역 1번출구 앞,return_count,all_extended,1000.0,train,1.6170948490468084,1.1591344915393202,0.5042683527583562
2375, 수서역 1번출구 앞,return_count,all_extended,1000.0,valid,1.616605442991914,1.1650092884712313,0.4730923627477568
2375, 수서역 1번출구 앞,return_count,all_extended,1000.0,test,1.4101984395071747,1.0217910406464354,0.3813818643480986
